customer_id,"first","last","email","address","city","state","postal","phone","alt_phone","notes",preferred_staff,discount_type,"referral_source",create_admin,update_admin,"create_ts","update_ts",is_active
366,"Linn","Paa","linn_paa@paa.com","1 S Pine St","Memphis","TN","38112","901-412-4381","901-573-9024",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
367,"Paris","Wide","paris@hotmail.com","187 Market St","Atlanta","GA","30342","404-505-4445","404-607-8435",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
368,"Wynell","Dorshorst","wynell_dorshorst@dorshorst.org","94290 S Buchanan St","Pacifica","CA","94044","650-473-1262","650-749-9879",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
369,"Quentin","Birkner","qbirkner@aol.com","7061 N 2nd St","Burnsville","MN","55337","952-702-7993","952-314-5871",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
370,"Regenia","Kannady","regenia.kannady@cox.net","10759 Main St","Scottsdale","AZ","85260","480-726-1280","480-205-5121",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
371,"Sheron","Louissant","sheron@aol.com","97 E 3rd St Apt 9","Long Island City","NY","11101","718-976-8610","718-613-9994",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
372,"Izetta","Funnell","izetta.funnell@hotmail.com","82 Winsor St Apt 54","Atlanta","GA","30340","770-844-3447","770-584-4119",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
373,"Rodolfo","Butzen","rodolfo@hotmail.com","41 Steel Ct","Northfield","MN","55057","507-210-3510","507-590-5237",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
374,"Zona","Colla","zona@hotmail.com","49440 Dearborn St","Norwalk","CT","6854","203-461-1949","203-938-2557",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
375,"Serina","Zagen","szagen@aol.com","7 S Beverly Dr","Fort Wayne","IN","46802","260-273-3725","260-382-4869",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
376,"Paz","Sahagun","paz_sahagun@cox.net","919 Wall Blvd","Meridian","MS","39307","601-927-8287","601-249-4511",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
377,"Markus","Lukasik","markus@yahoo.com","89 20th St E Apt 779","Sterling Heights","MI","48310","586-970-7380","586-247-1614",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
378,"Jaclyn","Bachman","jaclyn@aol.com","721 Interstate 45 S","Colorado Springs","CO","80919","719-853-3600","719-223-2074",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
379,"Cyril","Daufeldt","cyril_daufeldt@daufeldt.com","3 Lawton St","New York","NY","10013","212-745-8484","212-422-5427",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
380,"Gayla","Schnitzler","gschnitzler@gmail.com","38 Pleasant Hill Rd","Hayward","CA","94545","510-686-3407","510-441-4055",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
381,"Erick","Nievas","erick_nievas@aol.com","45 E Acacia Ct","Chicago","IL","60624","773-704-9903","773-359-6109",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
382,"Jennie","Drymon","jennie@cox.net","63728 Poway Rd Apt 1","Scranton","PA","18509","570-218-4831","570-868-8688",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
383,"Mitsue","Scipione","mscipione@scipione.com","77 222 Dr","Oroville","CA","95965","530-986-9272","530-399-3254",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
384,"Ciara","Ventura","cventura@yahoo.com","53 W Carey St","Port Jervis","NY","12771","845-823-8877","845-694-7919",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
385,"Galen","Cantres","galen@yahoo.com","617 Nw 36th Ave","Brook Park","OH","44142","216-600-6111","216-871-6876",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
386,"Truman","Feichtner","tfeichtner@yahoo.com","539 Coldwater Canyon Ave","Bloomfield","NJ","7003","973-852-2736","973-473-5108",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
387,"Gail","Kitty","gail@kitty.com","735 Crawford Dr","Anchorage","AK","99501","907-435-9166","907-770-3542",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
388,"Dalene","Schoeneck","dalene@schoeneck.org","910 Rahway Ave","Philadelphia","PA","19102","215-268-1275","215-380-8820",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
389,"Gertude","Witten","gertude.witten@gmail.com","7 Tarrytown Rd","Cincinnati","OH","45217","513-977-7043","513-863-9471",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
390,"Lizbeth","Kohl","lizbeth@yahoo.com","35433 Blake St Apt 588","Gardena","CA","90248","310-699-1222","310-955-5788",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
391,"Glenn","Berray","gberray@gmail.com","29 Cherry St Apt 7073","Des Moines","IA","50315","515-370-7348","515-372-1738",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
392,"Lashandra","Klang","lashandra@yahoo.com","810 N La Brea Ave","King of Prussia","PA","19406","610-809-1818","610-378-7332",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
393,"Lenna","Newville","lnewville@newville.com","987 Main St","Raleigh","NC","27601","919-623-2524","919-254-5987",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
394,"Laurel","Pagliuca","laurel@yahoo.com","36 Enterprise St Se","Richland","WA","99352","509-695-5199","509-595-6485",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
395,"Mireya","Frerking","mireya.frerking@hotmail.com","8429 Miller Rd","Pelham","NY","10803","914-868-5965","914-883-3061",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
396,"Annelle","Tagala","annelle@yahoo.com","5 W 7th St","Parkville","MD","21234","410-757-1035","410-234-2267",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
397,"Dean","Ketelsen","dean_ketelsen@gmail.com","2 Flynn Rd","Hicksville","NY","11801","516-847-4418","516-732-6649",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
398,"Levi","Munis","levi.munis@gmail.com","2094 Ne 36th Ave","Worcester","MA","1603","508-456-4907","508-658-7802",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
399,"Sylvie","Ryser","sylvie@aol.com","649 Tulane Ave","Tulsa","OK","74105","918-644-9555","918-565-1706",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
400,"Sharee","Maile","sharee_maile@aol.com","2094 Montour Blvd","Muskegon","MI","49442","231-467-9978","231-265-6940",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
401,"Cordelia","Storment","cordelia_storment@aol.com","393 Hammond Dr","Lafayette","LA","70506","337-566-6001","337-255-3427",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
402,"Mollie","Mcdoniel","mollie_mcdoniel@yahoo.com","8590 Lake Lizzie Dr","Bowling Green","OH","43402","419-975-3182","419-417-4674",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
403,"Brett","Mccullan","brett.mccullan@mccullan.com","87895 Concord Rd","La Mesa","CA","91942","619-461-9984","619-727-3892",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
404,"Teddy","Pedrozo","teddy_pedrozo@aol.com","46314 Route 130","Bridgeport","CT","6610","203-892-3863","203-918-3939",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
405,"Tasia","Andreason","tasia_andreason@yahoo.com","4 Cowesett Ave","Kearny","NJ","7032","201-920-9002","201-969-7063",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
406,"Hubert","Walthall","hubert@walthall.org","95 Main Ave Apt 2","Barberton","OH","44203","330-903-1345","330-566-8898",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
407,"Arthur","Farrow","arthur.farrow@yahoo.com","28 S 7th St Apt 2824","Englewood","NJ","7631","201-238-5688","201-772-4377",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
408,"Vilma","Berlanga","vberlanga@berlanga.com","79 S Howell Ave","Grand Rapids","MI","49546","616-737-3085","616-568-4113",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
409,"Billye","Miro","billye_miro@cox.net","36 Lancaster Dr Se","Pearl","MS","39208","601-567-5386","601-637-5479",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
410,"Glenna","Slayton","glenna_slayton@cox.net","2759 Livingston Ave","Memphis","TN","38118","901-640-9178","901-869-4314",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
411,"Mitzie","Hudnall","mitzie_hudnall@yahoo.com","17 Jersey Ave","Englewood","CO","80110","303-402-1940","303-997-7760",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
412,"Bernardine","Rodefer","bernardine_rodefer@yahoo.com","2 W Grand Ave","Memphis","TN","38112","901-901-4726","901-739-5892",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
413,"Staci","Schmaltz","staci_schmaltz@aol.com","18 Coronado Ave Apt 563","Pasadena","CA","91106","626-866-2339","626-293-7678",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
414,"Nichelle","Meteer","nichelle_meteer@meteer.com","72 Beechwood Ter","Chicago","IL","60657","773-225-9985","773-857-2231",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
415,"Janine","Rhoden","jrhoden@yahoo.com","92 Broadway","Astoria","NY","11103","718-228-5894","718-728-5051",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
416,"Ettie","Hoopengardner","ettie.hoopengardner@hotmail.com","39 Franklin Ave","Richland","WA","99352","509-755-5393","509-847-3352",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
417,"Eden","Jayson","eden_jayson@yahoo.com","4 Iwaena St","Baltimore","MD","21202","410-890-7866","410-429-4888",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
418,"Lynelle","Auber","lynelle_auber@gmail.com","32820 Corkwood Rd","Newark","NJ","7104","973-860-8610","973-605-6492",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
419,"Merissa","Tomblin","merissa.tomblin@gmail.com","34 Raritan Center Pky","Bellflower","CA","90706","562-579-6900","562-719-7922",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
420,"Golda","Kaniecki","golda_kaniecki@yahoo.com","6201 S Nevada Ave","Toms River","NJ","8755","732-628-9909","732-617-5310",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
421,"Catarina","Gleich","catarina_gleich@hotmail.com","78 Maryland Dr Apt 146","Denville","NJ","7834","973-210-3994","973-491-8723",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
422,"Virgie","Kiel","vkiel@hotmail.com","76598 Rd  I 95 Apt 1","Denver","CO","80216","303-776-7548","303-845-5408",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
423,"Jolene","Ostolaza","jolene@yahoo.com","1610 14th St Nw","Newport News","VA","23608","757-682-7116","757-940-1741",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
424,"Keneth","Borgman","keneth@yahoo.com","86350 Roszel Rd","Phoenix","AZ","85012","602-919-4211","602-442-3092",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
425,"Rikki","Nayar","rikki@nayar.com","1644 Clove Rd","Miami","FL","33155","305-968-9487","305-978-2069",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
426,"Elke","Sengbusch","elke_sengbusch@yahoo.com","9 W Central Ave","Phoenix","AZ","85013","602-896-2993","602-575-3457",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
427,"Hoa","Sarao","hoa@sarao.org","27846 Lafayette Ave","Oak Hill","FL","32759","386-526-7800","386-599-7296",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
428,"Trinidad","Mcrae","trinidad_mcrae@yahoo.com","10276 Brooks St","San Francisco","CA","94105","415-331-9634","415-419-1597",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
429,"Mari","Lueckenbach","mari_lueckenbach@yahoo.com","1 Century Park E","San Diego","CA","92110","858-793-9684","858-228-5683",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
430,"Selma","Husser","selma.husser@cox.net","9 State Highway 57 Apt 22","Jersey City","NJ","7306","201-991-8369","201-772-7699",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
431,"Antione","Onofrio","aonofrio@onofrio.com","4 S Washington Ave","San Bernardino","CA","92410","909-430-7765","909-665-3223",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
432,"Luisa","Jurney","ljurney@hotmail.com","25 Se 176th Pl","Cambridge","MA","2138","617-365-2134","617-544-2541",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
433,"Clorinda","Heimann","clorinda.heimann@hotmail.com","105 Richmond Valley Rd","Escondido","CA","92025","760-291-5497","760-261-4786",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
434,"Dick","Wenzinger","dick@yahoo.com","22 Spruce St Apt 595","Gardena","CA","90248","310-510-9713","310-936-2258",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
435,"Ahmed","Angalich","ahmed.angalich@angalich.com","2 W Beverly Blvd","Harrisburg","PA","17110","717-528-8996","717-632-5831",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
436,"Iluminada","Ohms","iluminada.ohms@yahoo.com","72 Southern Blvd","Mesa","AZ","85204","480-293-2882","480-866-6544",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
437,"Joanna","Leinenbach","joanna_leinenbach@hotmail.com","1 Washington St","Lake Worth","FL","33461","561-470-4574","561-951-9734",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
438,"Caprice","Suell","caprice@aol.com","90177 N 55th Ave","Nashville","TN","37211","615-246-1824","615-726-4537",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
439,"Stephane","Myricks","stephane_myricks@cox.net","9 Tower Ave","Burlington","KY","41005","859-717-7638","859-308-4286",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
440,"Quentin","Swayze","quentin_swayze@yahoo.com","278 Bayview Ave","Milan","MI","48160","734-561-6170","734-851-8571",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
441,"Annmarie","Castros","annmarie_castros@gmail.com","80312 W 32nd St","Conroe","TX","77301","936-751-7961","936-937-2334",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
442,"Shonda","Greenbush","shonda_greenbush@cox.net","82 Us Highway 46","Clifton","NJ","7011","973-482-2430","973-644-2974",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
443,"Cecil","Lapage","clapage@lapage.com","4 Stovall St Apt 72","Union City","NJ","7087","201-693-3967","201-856-2720",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
444,"Jeanice","Claucherty","jeanice.claucherty@yahoo.com","19 Amboy Ave","Miami","FL","33142","305-988-4162","305-306-7834",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
445,"Josphine","Villanueva","josphine_villanueva@villanueva.com","63 Smith Ln Apt 8343","Moss","TN","38575","931-553-9774","931-486-6946",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
446,"Daniel","Perruzza","dperruzza@perruzza.com","11360 S Halsted St","Santa Ana","CA","92705","714-771-3880","714-531-1391",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
447,"Cassi","Wildfong","cassi.wildfong@aol.com","26849 Jefferson Hwy","Rolling Meadows","IL","60008","847-633-3216","847-755-9041",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
448,"Britt","Galam","britt@galam.org","2500 Pringle Rd Se Apt 508","Hatfield","PA","19440","215-888-3304","215-351-8523",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
449,"Adell","Lipkin","adell.lipkin@lipkin.com","65 Mountain View Dr","Whippany","NJ","7981","973-654-1561","973-662-8988",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
450,"Jacqueline","Rowling","jacqueline.rowling@yahoo.com","1 N San Saba","Erie","PA","16501","814-865-8113","814-481-1700",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
451,"Lonny","Weglarz","lonny_weglarz@gmail.com","51120 State Route 18","Salt Lake City","UT","84115","801-293-9853","801-892-8781",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
452,"Lonna","Diestel","lonna_diestel@gmail.com","1482 College Ave","Fayetteville","NC","28301","910-922-3672","910-200-7912",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
453,"Cristal","Samara","cristal@cox.net","4119 Metropolitan Dr","Los Angeles","CA","90021","213-975-8026","213-696-8004",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
454,"Kenneth","Grenet","kenneth.grenet@grenet.org","2167 Sierra Rd","East Lansing","MI","48823","517-499-2322","517-867-8077",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
455,"Elli","Mclaird","emclaird@mclaird.com","6 Sunrise Ave","Utica","NY","13501","315-818-2638","315-474-5570",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
456,"Alline","Jeanty","ajeanty@gmail.com","55713 Lake City Hwy","South Bend","IN","46601","574-656-2800","574-405-1983",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
457,"Sharika","Eanes","sharika.eanes@aol.com","75698 N Fiesta Blvd","Orlando","FL","32806","407-312-1691","407-472-1332",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
458,"Nu","Mcnease","nu@gmail.com","88 Sw 28th Ter","Harrison","NJ","7029","973-751-9003","973-903-4175",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
459,"Daniela","Comnick","dcomnick@cox.net","7 Flowers Rd Apt 403","Trenton","NJ","8611","609-200-8577","609-398-2805",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
460,"Cecilia","Colaizzo","cecilia_colaizzo@colaizzo.com","4 Nw 12th St Apt 3849","Madison","WI","53717","608-382-4541","608-302-3387",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
461,"Leslie","Threets","leslie@cox.net","2 A Kelley Dr","Katonah","NY","10536","914-861-9748","914-396-2615",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
462,"Nan","Koppinger","nan@koppinger.com","88827 Frankford Ave","Greensboro","NC","27401","336-370-5333","336-564-1492",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
463,"Izetta","Dewar","idewar@dewar.com","2 W Scyene Rd Apt 3","Baltimore","MD","21217","410-473-1708","410-522-7621",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
464,"Tegan","Arceo","tegan.arceo@arceo.org","62260 Park Stre","Monroe Township","NJ","8831","732-730-2692","732-705-6719",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
465,"Ruthann","Keener","ruthann@hotmail.com","3424 29th St Se","Kerrville","TX","78028","830-258-2769","830-919-5991",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
466,"Joni","Breland","joni_breland@cox.net","35 E Main St Apt 43","Elk Grove Village","IL","60007","847-519-5906","847-740-5304",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
467,"Vi","Rentfro","vrentfro@cox.net","7163 W Clark Rd","Freehold","NJ","7728","732-605-4781","732-724-7251",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
468,"Colette","Kardas","colette.kardas@yahoo.com","21575 S Apple Creek Rd","Omaha","NE","68124","402-896-5943","402-707-1602",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
469,"Malcolm","Tromblay","malcolm_tromblay@cox.net","747 Leonis Blvd","Annandale","VA","22003","703-221-5602","703-874-4248",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
470,"Ryan","Harnos","ryan@cox.net","13 Gunnison St","Plano","TX","75075","972-558-1665","972-961-4968",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
471,"Jess","Chaffins","jess.chaffins@chaffins.org","18 3rd Ave","New York","NY","10016","212-510-4633","212-428-9538",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
472,"Sharen","Bourbon","sbourbon@yahoo.com","62 W Austin St","Syosset","NY","11791","516-816-1541","516-749-3188",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
473,"Nickolas","Juvera","nickolas_juvera@cox.net","177 S Rider Trl Apt 52","Crystal River","FL","34429","352-598-8301","352-947-6152",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
474,"Gary","Nunlee","gary_nunlee@nunlee.org","2 W Mount Royal Ave","Fortville","IN","46040","317-542-6023","317-887-8486",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
475,"Diane","Devreese","diane@cox.net","1953 Telegraph Rd","Saint Joseph","MO","64504","816-557-9673","816-329-5565",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
476,"Roslyn","Chavous","roslyn.chavous@chavous.org","63517 Dupont St","Jackson","MS","39211","601-234-9632","601-973-5754",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
477,"Glory","Schieler","glory@yahoo.com","5 E Truman Rd","Abilene","TX","79602","325-869-2649","325-740-3778",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
478,"Rasheeda","Sayaphon","rasheeda@aol.com","251 Park Ave Apt 979","Saratoga","CA","95070","408-805-4309","408-997-7490",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
479,"Alpha","Palaia","alpha@yahoo.com","43496 Commercial Dr Apt 29","Cherry Hill","NJ","8003","856-312-2629","856-513-7024",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
480,"Refugia","Jacobos","refugia.jacobos@jacobos.com","2184 Worth St","Hayward","CA","94545","510-974-8671","510-509-3496",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
481,"Shawnda","Yori","shawnda.yori@yahoo.com","50126 N Plankinton Ave","Longwood","FL","32750","407-538-5106","407-564-8113",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
482,"Mona","Delasancha","mdelasancha@hotmail.com","38773 Gravois Ave","Cheyenne","WY","82001","307-403-1488","307-816-7115",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
483,"Gilma","Liukko","gilma_liukko@gmail.com","16452 Greenwich St","Garden City","NY","11530","516-393-9967","516-407-9573",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
484,"Janey","Gabisi","jgabisi@hotmail.com","40 Cambridge Ave","Madison","WI","53715","608-967-7194","608-586-6912",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
485,"Lili","Paskin","lili.paskin@cox.net","20113 4th Ave E","Kearny","NJ","7032","201-431-2989","201-478-8540",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
486,"Loren","Asar","loren.asar@aol.com","6 Ridgewood Center Dr","Old Forge","PA","18518","570-648-3035","570-569-2356",NULL,NULL,NULL,NULL,0,NULL,"2016-09-18 20:15:23","2016-09-18 20:15:23",1
